rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
11,https://openalex.org/W4385347462,research,12,-0.178572,A Data-Driven Framework for Designing Microstructure of Multifunctional Composites with Deep-Learned Diffusion-Based Generative Models,"A Data-Driven Framework for Designing Microstructure of Multifunctional Composites with Deep-Learned Diffusion-Based Generative Models. <title>Abstract</title> This paper puts forward a novel integrated microstructure design methodology that replaces the common existing design approaches for multifunctional composites: 1) reconstruction of microstructures, 2) analyzing and quantifying material pro",2023
12,https://openalex.org/W4401113779,research,9,-0.178544,Coupled Electromagnetic-Thermal Analysis for Temperature-Dependent Materials with Physics-Informed Neural Networks,"Coupled Electromagnetic-Thermal Analysis for Temperature-Dependent Materials with Physics-Informed Neural Networks. We present a Physics-Informed Neural Network (PINN) based method for the coupled electromagnetic-thermal analysis of microwave structures with temperature-dependent materials. Combined with the Finite-Difference-Time domain technique, the proposed approach efficiently handles the dyn",2024
13,https://openalex.org/W4409954284,research,12,-0.178389,Reverse design of solid propellant grain based on deep learning: Imaging internal ballistic data,"Reverse design of solid propellant grain based on deep learning: Imaging internal ballistic data. The reverse design of solid rocket motor (SRM) propellant grain involves determining the grain geometry to closely match a predefined internal ballistic curve. While existing reverse design methods are feasible, they often face challenges such as lengthy computation times and limited accuracy. To achi",2025
14,https://openalex.org/W2998210889,research,16,-0.178156,Toward Transition Modeling in a Hypersonic Boundary Layer at Flight Conditions,Toward Transition Modeling in a Hypersonic Boundary Layer at Flight Conditions. An accurate physics-based transition prediction method integrated with computational fluid dynamics (CFD) solvers is pursued for hypersonic boundary layer flows over slender hypersonic vehicles at flight conditions. The geometry and flow conditions are selected to match relevant trajectory locations from the ascent pha,2020
15,https://openalex.org/W4386968215,research,4,-0.177893,A Study on the Multidimensional Expression Form of Ancient Chinese Teaching in Universities Based on Multidimensional Analysis Model,"A Study on the Multidimensional Expression Form of Ancient Chinese Teaching in Universities Based on Multidimensional Analysis Model. Abstract With the continuous development of computer technology, the teaching of ancient Chinese has realized a quantitative and statistical research path for a large-scale corpus. In this paper, based on a multidimensional analysis model, six disciplines in the hum",2023
16,https://openalex.org/W3046506161,research,13,-0.177235,Aerodynamic Data Fusion Toward the Digital Twin Paradigm,Aerodynamic Data Fusion Toward the Digital Twin Paradigm. This paper considers the fusion of two aerodynamic data sets originating from differing types of physical or computer experiments. This paper specifically addresses the fusion of 1) noisy and in-complete fields from wind-tunnel measurements and 2) deterministic but biased fields from numerical simulations. These two data sources are fused i,2020
17,https://openalex.org/W4386920999,research,7,-0.176813,An HC and Deep MIM Enhanced PINN SciML Algorithm for the Transient Thermal Analysis of 3-D Packages of Integrated Circuits,"An HC and Deep MIM Enhanced PINN SciML Algorithm for the Transient Thermal Analysis of 3-D Packages of Integrated Circuits. In this work, a physics-informed neural network (PINN) scientific machine learning (SciML) algorithm combined with the hard constraint (HC) and the deep mixed residual method (MIM) is proposed for solving transient thermal problems of 3-D Packages of Integrated Circuits (ICs)",2023
18,https://openalex.org/W4390350532,research,12,-0.176638,Characterizing and predicting bluff-body solid fuel ramjet performances via shape design and multi-objective optimization model,"Characterizing and predicting bluff-body solid fuel ramjet performances via shape design and multi-objective optimization model. In this work, we propose a rapid optimization approach to examine its application potential for the design and performance prediction and optimization of a solid fuel ramjet (SFRJ) with a bluff body. For this, the shape of the bluff body is parameterized first using the",2023
19,https://openalex.org/W4388133278,research,14,-0.176348,Numerical and intelligent neuro-computational modelling with Fourier's energy and Fick's mass flux theory of 3D fluid flow through a stretchable surface,Numerical and intelligent neuro-computational modelling with Fourier's energy and Fick's mass flux theory of 3D fluid flow through a stretchable surface. Current work explores the intricacies of magnetohydrodynamic and mix convectional boundary-layer flow concerning couple stress Casson nanofluid (CSCNF) dynamics via a 3D stretchable surface. The addition of active and passive control mechanisms f,2023
20,https://openalex.org/W4308974442,research,4,-0.176262,Geometric Design of Hypersonic Vehicles for Optimal Mission Performance with High-Fidelity Aerodynamic Models,"Geometric Design of Hypersonic Vehicles for Optimal Mission Performance with High-Fidelity Aerodynamic Models. Recent advances in efficient optimization algorithms and high-performance computing allow the construction of integrated design frameworks wherein the traditionally segregated disciplines such as airframe design, aerodynamics, and trajectory analysis can be coupled together in order to un",2022
21,https://openalex.org/W2920991675,research,9,-0.176221,A Machine Learning Approach for Mining Structure-Property Linkages in Magnetorheological Elastomer Composites,"A Machine Learning Approach for Mining Structure-Property Linkages in Magnetorheological Elastomer Composites. Since it was firstly investigated in 1996, magnetorheological elastomers (MREs), consisting of polymer and ferromagnetic particles, are one kind of smart composite materials whose mechanical properties can be altered by external magnetic field. There has been a great amount of research fo",2018
22,https://openalex.org/W4378768584,research,7,-0.175385,I-FENN for thermoelasticity based on physics-informed temporal convolutional network (PI-TCN),"I-FENN for thermoelasticity based on physics-informed temporal convolutional network (PI-TCN). Most currently available methods for modeling multiphysics, including thermoelasticity, using machine learning approaches, are focused on solving complete multiphysics problems using data-driven or physics-informed multi-layer perceptron (MLP) networks. Such models rely on incremental step-wise training",2023
23,https://openalex.org/W4403277244,research,7,-0.174911,Multi-Objective Optimization of Electromagneticthermal Coupling Performance for High-torquedensity PMSM based on Multi-dimensional Correction Techniques,"Multi-Objective Optimization of Electromagneticthermal Coupling Performance for High-torquedensity PMSM based on Multi-dimensional Correction Techniques. To address the precision limitation of traditional thermal models and the computational inefficiency of electromagnetic-thermal coupling finite element models, this work proposes a multidimensional correction-based electromagnetic-thermal couplin",2024
24,https://openalex.org/W4283823007,research,12,-0.174672,Improving Numerical Modeling Accuracy for Fiber Orientation and Mechanical Properties of Injection Molded Glass Fiber Reinforced Thermoplastics,"Improving Numerical Modeling Accuracy for Fiber Orientation and Mechanical Properties of Injection Molded Glass Fiber Reinforced Thermoplastics. Local fiber alignment in fiber-reinforced thermoplastics is governed by complex flows during the molding process. As fiber-induced material anisotropy leads to non-homogeneous effective mechanical properties, accurate prediction of the final orientation s",2022
25,https://openalex.org/W2977429214,research,9,-0.174565,Fast fitting of reflectivity data of growing thin films using neural networks,"Fast fitting of reflectivity data of growing thin films using neural networks. X-ray reflectivity (XRR) is a powerful and popular scattering technique that can give valuable insight into the growth behavior of thin films. This study shows how a simple artificial neural network model can be used to determine the thickness, roughness and density of thin films of different organic semiconductors [dii",2019
26,https://openalex.org/W4408199669,research,13,-0.173956,Sparse Sampling and Fusion of Multi-Fidelity Aerodynamic Heating Data,"Sparse Sampling and Fusion of Multi-Fidelity Aerodynamic Heating Data. To reduce the acquisition cost of aerodynamic heating data for high-speed aircraft by leveraging diverse data sources, this paper proposes a multi-source data fusion method based on sparse sampling and multi-fidelity neural network. First, a large volume of low-fidelity data is generated using low-cost engineering calculation m",2024
27,https://openalex.org/W4402772766,research,4,-0.173919,Data-driven discovery of dynamics from time-resolved coherent scattering,"Data-driven discovery of dynamics from time-resolved coherent scattering. Abstract Coherent X-ray scattering (CXS) techniques are capable of interrogating dynamics of nano- to mesoscale materials systems at time scales spanning several orders of magnitude. However, obtaining accurate theoretical descriptions of complex dynamics is often limited by one or more factors-the ability to visualize dynam",2024
28,https://openalex.org/W4393002962,research,12,-0.173356,Surrogate methods for determining profiles of material properties of planar test objects with accumulation of apriori information about them,Surrogate methods for determining profiles of material properties of planar test objects with accumulation of apriori information about them. New methods for identifying the material properties of planar objects as a result of measurements by the eddy current method are proposed. The methods are based on the latest surrogate strategies and advanced optimization techniques that improve efficiency a,2024
29,https://openalex.org/W4400975798,research,12,-0.173251,Aerodynamic Optimization and Characterization of a Ducted Tail for a Box-Launched Aircraft,"Aerodynamic Optimization and Characterization of a Ducted Tail for a Box-Launched Aircraft. The tail wing of box-launched aircraft needs to be folded in the launch box, which can easily cause malfunctions during flight deployment. This article presents a ducted tail wing aircraft that does not require folding of the tail wing. To address the nonlinear problem of lift coefficient in the ducted tail",2024
30,https://openalex.org/W4392313229,research,12,-0.173227,Transflection Near-infrared Spectroscopy Combined with Machine Learning for Mechanical Stability Time Evaluation in Concentrated Rubber Latex,"Transflection Near-infrared Spectroscopy Combined with Machine Learning for Mechanical Stability Time Evaluation in Concentrated Rubber Latex. This study aims to apply near-infrared spectroscopy (NIRS) in transflection mode combined with a machine learning approach to evaluate the mechanical stability time (MST) in Para concentrated rubber latex. Four supervised learning algorithms, including prin",2023
31,https://openalex.org/W3207887404,research,7,-0.173122,A Novel Neural Network Cell Method for Solving Nonlinear Electromagnetic Problems,"A Novel Neural Network Cell Method for Solving Nonlinear Electromagnetic Problems. Abstract Effective analysis of nonlinear electromagnetic fields is essential for the accurate modeling of electromagnetic devices, such as transformers, generators, and motors. This paper proposes a novel approach of coupled neural network (NN) and cell method (CM) or NNCM for solving nonlinear electromagnetic probl",2021
32,https://openalex.org/W4408415282,research,7,-0.172851,Dynamic Load Identification of Thin-Walled Cabin Based on CNN-LSTM-SA Neural Network,"Dynamic Load Identification of Thin-Walled Cabin Based on CNN-LSTM-SA Neural Network. Spacecraft are subjected to various external loads during flight, and these loads have a direct impact on the structural safety and functional stability of the spacecraft. Obtaining external load information can provide reliable support for spacecraft health detection and fault warning, so accurate load identific",2025
33,https://openalex.org/W3087917522,research,7,-0.172148,Multi-Objective Optimization of Double Primary Tubular Permanent Magnet Synchronous Linear Motor in Wide Temperature Range Environment Based on Pareto Front Method,"Multi-Objective Optimization of Double Primary Tubular Permanent Magnet Synchronous Linear Motor in Wide Temperature Range Environment Based on Pareto Front Method. In order to improve the thrust density of the electric actuator in aircraft, a double primary tubular permanent magnet synchronous linear motor is designed. By establishing the magnetic circuit model, the air gap magnetic density and t",2020
34,https://openalex.org/W4399981003,research,6,-0.171594,INTELLIGENT NUMERICAL METHOD FOR STUDYING MAXWELL WILLIAMSON NANOFLUID FLOW WITH ACTIVATION ENERGY,"INTELLIGENT NUMERICAL METHOD FOR STUDYING MAXWELL WILLIAMSON NANOFLUID FLOW WITH ACTIVATION ENERGY. The use of artificial intelligence and its techniques has become increasingly widespread in recent times. It is being used to solve stiff non-linear equations. Additionally, nanofluids play a pivotal role in studying heat transfer. All of this was the motivation for doing this work. This work invest",2024
35,https://openalex.org/W4388144479,research,5,-0.171415,Application of neural networks to inverse elastic scattering problems with near-field measurements,"Application of neural networks to inverse elastic scattering problems with near-field measurements. &lt;abstract&gt;&lt;p&gt;This paper is concerned with the application of a machine learning approach to inverse elastic scattering problems via neural networks. In the forward problem, the displacements are approximated by linear combinations of the fundamental tensors of the Cauchy-Navier equations",2023
36,https://openalex.org/W3119464339,research,7,-0.170848,Accelerating phase-field-based microstructure evolution predictions via surrogate models trained by machine learning methods,"Accelerating phase-field-based microstructure evolution predictions via surrogate models trained by machine learning methods. Abstract The phase-field method is a powerful and versatile computational approach for modeling the evolution of microstructures and associated properties for a wide variety of physical, chemical, and biological systems. However, existing high-fidelity phase-field models ar",2021
37,https://openalex.org/W4386393614,research,4,-0.170443,Analysis of the Expression of Buddhist Monks' Literary Activities in the Early Sui and Tang Periods Based on Fuzzy Mathematical Models,"Analysis of the Expression of Buddhist Monks' Literary Activities in the Early Sui and Tang Periods Based on Fuzzy Mathematical Models. Abstract Buddhist culture was widely spread in Chang'an during the Sui and Tang dynasties, and as the center of literary development in the country at that time, literary works in Chang'an were influenced by Buddhist literary activities from form to content. This",2023
38,https://openalex.org/W4386453777,research,12,-0.170412,Optimization of a Solid Rocket Motor Design Through Neural Network-Assisted Performance Prediction,"Optimization of a Solid Rocket Motor Design Through Neural Network-Assisted Performance Prediction. This article aims to utilize neural networks (NNs) for the performance prediction and design optimization of solid rocket motors (SRMs). The optimization of SRM design parameters is crucial for achieving desired performance. Herein, an NN-based method is proposed to achieve optimized design that imp",2023
39,https://openalex.org/W4379525897,research,6,-0.170326,Study on the Pressurization of Liquid Nitrogen in a Robotic Water Jet Thruster,"Study on the Pressurization of Liquid Nitrogen in a Robotic Water Jet Thruster. As the process of LN <inf xmlns:mml="" xmlns:xlink="" 's phase transition and heat exchange with water in pressure-tight tank is complicated, the tank's inner gas pressure is tough to be calculated by mathematical model or CFD simulation. Therefore by conducting orthogonal experimental design and its variance analysis, t",2023
40,https://openalex.org/W4283380290,research,7,-0.169778,MHD Casson Nanofluid in Darcy-Forchheimer Porous Medium in the Presence of Heat Source and Arrhenious Activation Energy: Applications of Neural Networks,"MHD Casson Nanofluid in Darcy-Forchheimer Porous Medium in the Presence of Heat Source and Arrhenious Activation Energy: Applications of Neural Networks. The present study investigates the significance of activation energy during chemical reactions, thermal radiations and temperature gradient of 3-D steady Magnetohydrodynamic Casson nanofluid flow (MHDCNFM) in Darcy−Forchheimer medium over an osci",2022
41,https://openalex.org/W3016250089,research,7,-0.169432,Simultaneous identification of thermophysical properties of semitransparent media using an artificial neural network trained by a 2-D axisymmetric direct model,"Simultaneous identification of thermophysical properties of semitransparent media using an artificial neural network trained by a 2-D axisymmetric direct model. In this article, a multilayer artificial neural network (ANN) identification model is developed to simultaneously identify the thermal conductivity and the effective absorption coefficient of semitransparent materials from flash-type exper",2020
42,https://openalex.org/W4200557605,research,7,-0.169383,A framework for statistical design of a brushless DC motor considering efficiency maximisation,"A framework for statistical design of a brushless DC motor considering efficiency maximisation. Abstract In this study, a framework for statistical design of a brushless DC (BLDC) motor is proposed in order to maximise yield while keeping efficiency as high as possible and the non‐linear constraints, that is, limitations of flux density, current density and physical dimensions, satisfied. The prop",2021
43,https://openalex.org/W4205437020,research,4,-0.169349,Geometric Design of Hypersonic Vehicles for Optimal Mission Performance using Machine Learning,Geometric Design of Hypersonic Vehicles for Optimal Mission Performance using Machine Learning. View Video Presentation: Recent advances in highly efficient algorithms and high-performance computing allow the construction of an integrated design framework wherein the traditionally segregated disciplines of airframe design and trajectory design are coupled together in order to undertake the design,2022
44,https://openalex.org/W4324366815,research,14,-0.169322,Analysis of a bioconvection flow of magnetocross nanofluid containing gyrotactic microorganisms with activation energy using an artificial neural network scheme,Analysis of a bioconvection flow of magnetocross nanofluid containing gyrotactic microorganisms with activation energy using an artificial neural network scheme. The current study proposes the technique of intelligent numerical computing using back-propagated neural networks (BNNs) for the numerical treatment of a magnet cross-bioconvection flow analysis of nanofluid modal (MHDBC-NFM) including gy,2023
45,https://openalex.org/W2807123832,research,16,-0.169174,The Role of Conceptual Integration in Christian Language on the Basis of the Use of THE LOST SHEEP IS HUMANITY Blend in Patristic Writings,The Role of Conceptual Integration in Christian Language on the Basis of the Use of THE LOST SHEEP IS HUMANITY Blend in Patristic Writings. Abstract The article investigates the role of conceptual integration in generating new theological meanings in early Christian texts. Its basic assumption is that metaphoricity and novelty of language of Christian doctrine and teaching in early Christian perio,2018
46,https://openalex.org/W4403211362,research,7,-0.169058,Machine Learning-Assisted Matrix Compression for Electromagnetic Scattering Analysis,"Machine Learning-Assisted Matrix Compression for Electromagnetic Scattering Analysis. In this paper a Machine Learning algorithm is used to assist randomized techniques to compress the Method of Moments linear system matrix when analyzing electromagnetic scattering problems modeled with integral equations. Our main focus is the pivot selection procedure, which is a key aspect of the overall compre",2024
47,https://openalex.org/W4387939136,research,12,-0.168504,Rapid optimization method of solid rocket motor propellant with structural strength,"Rapid optimization method of solid rocket motor propellant with structural strength. Abstract To design a solid rocket motor with a high mass ratio, it is necessary to find out the parameters of the grain shape to meet the structural strength under volume loading fraction and initial burning areas conditions. A rapid optimization method for complex grain of solid rocket motors based on parametric",2023
48,https://openalex.org/W3000194362,research,7,-0.168362,"ANN‐based method for parametric modelling and optimising efficiency, output power and material cost of BLDC motor","ANN‐based method for parametric modelling and optimising efficiency, output power and material cost of BLDC motor. This study presents a new method for parametric modelling and optimisation of a permanent‐magnet brushless DC (BLDC) motor. We proposed an artificial neural network (ANN)‐based metric technique to combine and optimise different objective functions of a BLDC motor using ANN‐based model",2020
49,https://openalex.org/W3204806758,research,1,-0.167533,A Dynamic Discriminative Canonical Correlation Analysis via Adaptive Weight Scheme,"A Dynamic Discriminative Canonical Correlation Analysis via Adaptive Weight Scheme. In multi-view learning, massive literature is devoted to exploring the intrinsic structure between cross-views. It is well known that canonical correlation analysis (CCA) is a conventional multi-view learning method, which considers the correlation between two views. However, it fails to utilize class information a",2021
50,https://openalex.org/W2899555981,research,16,-0.166904,"Psychologically informed engagement with the Matthean pericopes on Pilate and Judas through Jungian lenses: The sensing, intuition, feeling and thinking approach","Psychologically informed engagement with the Matthean pericopes on Pilate and Judas through Jungian lenses: The sensing, intuition, feeling and thinking approach. Within the passion narrative Matthew adds important pericopes to the Marcan text concerning both Pilate and Judas. These additional pericopes provide a rich resource for exploring the psychological motivation of and the psychological con",2018
51,https://openalex.org/W4312231139,research,16,-0.166888,CRISIS OF LANGUAGE: SEMANTICS IN GOD-DISCUSSION OF THE FATHERS,"CRISIS OF LANGUAGE: SEMANTICS IN GOD-DISCUSSION OF THE FATHERS. The early Christian discussion on the doctrine of God occurred primarily within the Hellenistic culture. Christians borrowed both concepts and religious and philosophical vocabularies from the existing culture to appropriate their faith. These concepts and vocabularies have inherent meanings associated with them. Thus, a Hellenization",2022
52,https://openalex.org/W4400257996,research,9,-0.166794,Discovering 3D hidden elasticity in isotropic and transversely isotropic materials with physics-informed UNets,"Discovering 3D hidden elasticity in isotropic and transversely isotropic materials with physics-informed UNets. Three-dimensional variation in structural components or fiber alignments results in complex mechanical property distribution in tissues and biomaterials. In this paper, we use a physics-informed UNet-based neural network model (El-UNet) to discover the three-dimensional (3D) internal com",2024
53,https://openalex.org/W3205897528,research,6,-0.16677,Machine Learning for the Flow Prediction of Fluids with Memory Effects on the Stress,"Machine Learning for the Flow Prediction of Fluids with Memory Effects on the Stress. We have recently developed a machine learning method capable of inferring the constitutive equation for the stress of a fluid with memory (e.g., polymeric fluid) from microscopic simulations. For this, we used a Gaussian Process regression scheme to learn the constitutive relation, given as the time-derivative of",2021
54,https://openalex.org/W4402318054,research,16,-0.166647,A Comparative Study of Buddhist Scripture Translation and Scientific and Technical Translation in the Late Ming and Early Qing Dynasties,A Comparative Study of Buddhist Scripture Translation and Scientific and Technical Translation in the Late Ming and Early Qing Dynasties. This paper compares two major translation waves in China's history: the translation of Buddhist scriptures and the translation of scientific and technical works during the late Ming and early Qing dynasties. It analyzes their differences in five aspects: duratio,2024
55,https://openalex.org/W2950790769,research,7,-0.166341,Multi-Physics Multi-Objective Optimal Design of Bearingless Switched Reluctance Motor Based on Finite-Element Method,"Multi-Physics Multi-Objective Optimal Design of Bearingless Switched Reluctance Motor Based on Finite-Element Method. The bearingless switched reluctance motor (BSRM) integrates the switched reluctance motor (SRM) with the magnetic bearings, which avoids mechanical bearings-loss and makes it promising in high-speed applications. In this paper, a comprehensive framework for the multi-physics multi-",2019
56,https://openalex.org/W4365130812,research,4,-0.16604,The Reading Process: An Intertextual Approach,"The Reading Process: An Intertextual Approach. Abstract In the long history of interconnectedness between philosophy and literature, the twentieth century was marked, to a large extent, by significant developments in the exploration of ties between phenomenology and theories of reader response and reception. In addition, novel philosophical ideas about time, subjectivity, and consciousness influen",2023
57,https://openalex.org/W4223456432,research,14,-0.165787,Artificial neural networks for solution scattering data analysis,Artificial neural networks for solution scattering data analysis. Small-angle X-ray scattering (SAXS) experiments are widely used for the characterization of biological macromolecules in solution. SAXS patterns contain information on the size and shape of dissolved particles in nanometer resolution. Here we propose a method for primary SAXS data analysis based on the application of artificial neur,2022
58,https://openalex.org/W4382181220,research,4,-0.16577,A deep learning approach to the measurement of long-lived memory kernels from generalized Langevin dynamics,"A deep learning approach to the measurement of long-lived memory kernels from generalized Langevin dynamics. Memory effects are ubiquitous in a wide variety of complex physical phenomena, ranging from glassy dynamics and metamaterials to climate models. The Generalized Langevin Equation (GLE) provides a rigorous way to describe memory effects via the so-called memory kernel in an integro-different",2023
59,https://openalex.org/W3027721670,research,16,-0.165742,A Response to Grant Macaskill,"A Response to Grant Macaskill. Grant Macaskill's essay is rich with insight into the challenges and possibilities of theological interpretation of Scripture. In many of the scholarly biblical societies in which we both move, anything approaching theological interpretation is a rarity, and is under suspicion as ""churchy,"" ""safe,"" ""antihistorical,"" ""anachronistic,"" or ""controlled by dogma."" But amon",2020
60,https://openalex.org/W7135259296,research,16,-0.165682,An Exploration of Black English Vernacular Use through Harriet Beecher Stowe's Uncle Tom's Cabin and William Wells Brown's Clotel. A Sociolinguistic Approach,An Exploration of Black English Vernacular Use through Harriet Beecher Stowe's Uncle Tom's Cabin and William Wells Brown's Clotel. A Sociolinguistic Approach. This present research work examines the exploration of Black English Vernacular use through Harriet Beecher Stowe's Uncle Tom's Cabin and William Wells Brown's Clotel. It demonstrates a hybrid discipline of sociolinguistics and Literature. B,2021
61,https://openalex.org/W4389814412,research,4,-0.16561,A data-driven approach for modeling large-amplitude flow-induced oscillations of elastically mounted pitching wings,A data-driven approach for modeling large-amplitude flow-induced oscillations of elastically mounted pitching wings. We propose and validate a data-driven approach for modeling large-amplitude flow-induced oscillations of elastically mounted pitching wings. We first train a neural networks regression model for the nonlinear aerodynamic moment using data obtained from experimental measurements duri,2023
62,https://openalex.org/W4283723537,research,12,-0.165605,Learning constitutive models from microstructural simulations via a non-intrusive reduced basis method: Extension to geometrical parameterizations,Learning constitutive models from microstructural simulations via a non-intrusive reduced basis method: Extension to geometrical parameterizations. Two-scale simulations are often employed to analyze the effect of the microstructure on a component's macroscopic properties. Understanding these structure-property relations is essential in the optimal design of materials for specific applications. Ho,2022
63,https://openalex.org/W4381997008,research,12,-0.16551,Rapid Optimization Method of Solid Rocket Motor Propellant Under Multiple Load Condition,"Rapid Optimization Method of Solid Rocket Motor Propellant Under Multiple Load Condition. Abstract In order to design a solid rocket motor with a high mass ratio, it is necessary to find out the parameters of the grain shape to meet the structural strength under volume loading fraction condition. A rapid optimization method for a complex grain of solid rocket motors based on parametric modeling an",2023
64,https://openalex.org/W3047771022,research,12,-0.16507,Learning the Stress-Strain Relationships of Ultra-Thin Package Materials using a Bayesian Approach,Learning the Stress-Strain Relationships of Ultra-Thin Package Materials using a Bayesian Approach. Package warpage simulations carried out using finite element analysis typically require several assumptions to be made for simplicity and computational efficiency. These assumptions usually include the linear elasticity of the materials and negligible impact of process dependence on warpage (allowin,2020
65,https://openalex.org/W4313128165,research,11,-0.165025,Partial Multilabel Learning Using Fuzzy Neighborhood-Based Ball Clustering and Kernel Extreme Learning Machine,"Partial Multilabel Learning Using Fuzzy Neighborhood-Based Ball Clustering and Kernel Extreme Learning Machine. Partial multilabel learning (PML) has attracted considerable interest from scholars. Most PML models construct objective functions and optimize target parameters, which add noise to the training process and results in a poor classification effect. In addition, feature correlation is limi",2022
66,https://openalex.org/W4391960537,research,6,-0.164997,A machine learning investigation of the ZnO-water nanofluid flow with magnetic field through convergent and divergent channels: a numerical study,A machine learning investigation of the ZnO-water nanofluid flow with magnetic field through convergent and divergent channels: a numerical study. This investigation focuses on how ZnO-H2O nanofluid flow affects the thermal processes in divergent/convergent channels under the effects of magnetohydrodynamics (MHD). Advanced machine learning techniques are utilised to comprehensively quantify the in,2024
67,https://openalex.org/W4400952929,research,6,-0.164833,Data-driven constitutive meta-modeling of nonlinear rheology via multifidelity neural networks,"Data-driven constitutive meta-modeling of nonlinear rheology via multifidelity neural networks. Predicting the response of complex fluids to different flow conditions has been the focal point of rheology and is generally done via constitutive relations. There are, nonetheless, scenarios in which not much is known from the material mathematically, while data collection from samples is elusive, reso",2024
68,https://openalex.org/W4387216064,research,13,-0.164745,Mapping microstructure to shock-induced temperature fields using deep learning,"Mapping microstructure to shock-induced temperature fields using deep learning. Abstract The response of materials to shock loading is important to planetary science, aerospace engineering, and energetic materials. Thermally activated processes, including chemical reactions and phase transitions, are significantly accelerated by energy localization into hotspots. These result from the interaction",2023
