rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
13,https://openalex.org/W3126615636,research,14,-0.227613,Machine Learning Based Preprocessing to Ensure Validity of Cross-Correlated Ultrasound Signals for Time-of-Flight Measurements,"Machine Learning Based Preprocessing to Ensure Validity of Cross-Correlated Ultrasound Signals for Time-of-Flight Measurements. Abstract High precision ultrasonic time-of-flight measurement is a well known part of non-destructive evaluation used in many scientific and industrial applications, for example stress evaluation or defect detection. Although ultrasonic time-of-flight measurements are wid",2021
14,https://openalex.org/W7112591264,research,12,-0.226696,Numerical study of the imperial front wing considering ground effects,"Numerical study of the imperial front wing considering ground effects. This work presents a study on the application of Machine Learning (ML) strategies for the analysis and prediction of the mechanical behaviour of composite materials in aerospace engineering. These materials, due to their high strength-to-weight ratio and anisotropic properties, are widely used in aircraft structures. However, t",2025
15,https://openalex.org/W4404933720,research,7,-0.226181,Application of Taguchi Method in Design of Surface Eddy Current Probes for Diagnostics of Power Equipment,"Application of Taguchi Method in Design of Surface Eddy Current Probes for Diagnostics of Power Equipment. The article's aim is to create a method of reducing the influence on the surface eddy current probes output signal of a number of interfering parameters without their elimination, to ensure its sta-bility, which is achieved as a result of computer search of design and operating values of prob",2024
16,https://openalex.org/W3044765352,research,16,-0.226134,The Hollywood Indian Stereotype: The Cinematic Othering and Assimilation of Native Americans at the Turn of the 20th Century,"The Hollywood Indian Stereotype: The Cinematic Othering and Assimilation of Native Americans at the Turn of the 20th Century. This paper intends to demonstrate that the misrepresentation of Native Americans in cinema furthers the logic of differentiation at play in popular culture, focalizing on an irreconcilable enemy image upon which the American self is constructed. The Indian looking glass mag",2020
17,https://openalex.org/W4412486946,research,13,-0.225671,Towards Data-Driven Aeroacoustic Modeling to Predict Propeller Installation Noise: A First-Principle Based Approach,"Towards Data-Driven Aeroacoustic Modeling to Predict Propeller Installation Noise: A First-Principle Based Approach. Prediction of propeller installation noise is a critical aspect of developing low-noise aircraft and advanced air mobility systems. A novel data-driven approach, grounded in first-principles aerodynamics and acoustic theory, has been developed to accurately predict tonal noise gener",2025
18,https://openalex.org/W4323309960,research,2,-0.225645,HIGH PRECISION IDENTIFICATION METHOD OF MASS AND STIFFNESS MATRIX FOR SHEAR-TYPE FRAME TEST MODEL,"HIGH PRECISION IDENTIFICATION METHOD OF MASS AND STIFFNESS MATRIX FOR SHEAR-TYPE FRAME TEST MODEL. In the direct method of identifying the physical parameters of the shear-type frame structures through the frequencies and modes from the experimental modal analysis (EMA), the accuracy of the lumped mass depends on the initial mass, while the identified mass matrix and stiffness matrix are prone to",2023
19,https://openalex.org/W4410156557,research,14,-0.225574,Experimental Evaluation on Acoustic Emission Wave Propagation of Laminated Composites with Cutouts Using Auto Sensor Testing,"Experimental Evaluation on Acoustic Emission Wave Propagation of Laminated Composites with Cutouts Using Auto Sensor Testing. Abstract This study investigates Acoustic Emission (AE) wave propagation in large cantilever composite panels using experimental and numerical analysis. Five distinct case studies, considering two distinct scenarios-panels with and without cutouts-were investigated under va",2025
20,https://openalex.org/W4387449610,research,12,-0.22538,A Theory-Guided Machine Learning and Reduced-Order Finite Element Modeling Framework to Accelerate Process Simulation of Aerospace Composite Parts,"A Theory-Guided Machine Learning and Reduced-Order Finite Element Modeling Framework to Accelerate Process Simulation of Aerospace Composite Parts. Abstract Finite Element (FE) analysis is widely used for process simulation of advanced composites in aerospace applications. However, as the fidelity of FE models improves, the cost and time to calibrate, setup and perform simulations also increases s",2023
21,https://openalex.org/W4391694922,research,7,-0.225041,A neural-network-based model of radio-frequency hollow cathode discharge characterized using particle-in-cell/Monte Carlo collision simulation,A neural-network-based model of radio-frequency hollow cathode discharge characterized using particle-in-cell/Monte Carlo collision simulation. Abstract An understanding of the plasma dynamics of radio-frequency (RF) hollow cathode discharges (HCDs) at low to moderate pressures is important due to their wide range of applications. A HCD consists of a hollow cylindrical cavity in the RF-powered cat,2024
22,https://openalex.org/W4393160651,research,7,-0.224355,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM. A buckling defect will appear on the outer surface of the deformed ring during the constrained ring rolling (CRR) of an aluminum alloy thin-wall conical ring with inner high ribs (AATWCRIHR) if the geometrical dimension of the ribs does not match th,2024
23,https://openalex.org/W4385211967,research,7,-0.223352,Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures,"Machine Learning-Aided Nonlinear Dynamic Analysis of Engineering Structures. Abstract A machine learning (ML) technique was used to assist in the dynamic analysis of mixed geometric and material nonlinearities of real-life engineering structures. Various types of inputs of system properties were considered in the 3D dynamic geometric elastoplastic analysis, giving a series of realistic nonlinear d",2023
24,https://openalex.org/W4391971596,research,2,-0.223343,Thermal Characteristics of Spindle System Based on the Comprehensive Effect of Multiple Nonlinear Time-Varying Factors,"Thermal Characteristics of Spindle System Based on the Comprehensive Effect of Multiple Nonlinear Time-Varying Factors. The thermal characteristics of the spindle system for CNC machine tools are influenced by multiple factors which are nonlinear and time-varying. In this paper, a nonlinear time-varying thermal characteristics solving model for the spindle system was established based on the numer",2024
25,https://openalex.org/W3130755177,research,12,-0.22325,On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations,"On the Application of the Particle Swarm Optimization to the Inverse Determination of Material Model Parameters for Cutting Simulations. The manufacturing industry is confronted with increasing demands for digitalization. To realize a digital twin of the cutting process, an increase of the model reliability of the virtual representation becomes necessary. Thereby, different models are required to",2021
26,https://openalex.org/W4221022185,research,12,-0.222996,A new multi-fidelity surrogate modelling method for engineering design based on neural network and transfer learning,"A new multi-fidelity surrogate modelling method for engineering design based on neural network and transfer learning. Purpose Compared with the low-fidelity model, the high-fidelity model has both the advantage of high accuracy, and the disadvantage of low efficiency and high cost. A series of multi-fidelity surrogate modelling method were developed to give full play to the respective advantages o",2022
27,https://openalex.org/W7124899810,research,7,-0.222338,Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression,"Multi-case prediction and uncertainty quantification of bolt preload based on ARD-Gaussian process regression. Traditional bolt preload monitoring methods (e.g., the torque method) have an error of more than 10% due to friction coefficient fluctuations and material nonlinearities, and existing data-driven models (e.g., neural networks) can hardly quantify the uncertainty. Although Gaussian process",2025
28,https://openalex.org/W4413216101,research,7,-0.222226,Comparison of Real-Time Multivariate Dynamic Modeling Methods of Gas Turbine,"Comparison of Real-Time Multivariate Dynamic Modeling Methods of Gas Turbine. Abstract This paper presents methods for generating multivariate real-time models of jet engines in real-time by system identification method from experimental data. In this paper, multivariate real-time models of the engine have been built based on two main methods: transfer function and artificial neural network. The o",2025
29,https://openalex.org/W7111792724,research,12,-0.222204,Study of machine learning strategies for composite materials in aerospace engineering,"Study of machine learning strategies for composite materials in aerospace engineering. This work presents a study on the application of Machine Learning (ML) strategies for the analysis and prediction of the mechanical behaviour of composite materials in aerospace engineering. These materials, due to their high strength-to-weight ratio and anisotropic properties, are widely used in aircraft struct",2025
30,https://openalex.org/W7108073982,research,8,-0.221673,Prediction method of residual stress and deformation in belt grinding of thin-walled ring workpieces,"Prediction method of residual stress and deformation in belt grinding of thin-walled ring workpieces. Thin-walled ring workpieces have been widely used in many fields because of their light weight and compactness. However, due to the characteristics of poor rigidity and low strength, residual stress is inevitably generated during machining processes, which is prone to deformation. In this paper, a",2025
31,https://openalex.org/W7146052419,research,9,-0.220876,回転機械設備の状態監視・診断法に関する研究 -構造系異常振動のメカニズム解明と知的診断法-,"回転機械設備の状態監視・診断法に関する研究 -構造系異常振動のメカニズム解明と知的診断法-. In order to effectively detect and identify the structure faults of rotating machinery, especially the precise diagnosis of structure faults at low speeds, in this study, we first proposed two kinds of dynamic model for shaft misalignment of rotating machinery as an entry point, the models will be used for vibration analysis of shaft misalignment stat",2019
32,https://openalex.org/W4379472358,research,7,-0.220657,A Nonlinear Free Vibration Analysis of Functionally Graded Beams Using a Mixed Finite Element Method and a Comparative Artificial Neural Network,"A Nonlinear Free Vibration Analysis of Functionally Graded Beams Using a Mixed Finite Element Method and a Comparative Artificial Neural Network. Based on the Hamilton principle combined with the Timoshenko beam theory, the authors developed a mixed finite element (FE) method for the nonlinear free vibration analysis of functionally graded (FG) beams under combinations of simply supported, free, a",2023
33,https://openalex.org/W4404601911,research,7,-0.220225,Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model,"Free vibration optimization of 2D tri-axial braided composite fan blade with ANN-Anal-FEM-GA integrated model. This research aimed to increase the natural frequencies of a non-rotating 2D tri-axial braided composite (2DTBC) fan blade. The investigation utilized a multidisciplinary approach, integrating Artificial Neural Network (ANN) modeling, analytical method, Finite Element (FE) analysis, optim",2024
34,https://openalex.org/W4296100952,research,12,-0.220034,Prediction of the Physical Properties of a Structural Member by the Impact Hammer Test,"Prediction of the Physical Properties of a Structural Member by the Impact Hammer Test. The frequency response function (FRF) in the frequency domain is a black box used to collect physical information and to indicate the modal characteristics of a dynamic system. Analyzing the collected FRF data through the impact hammer test, dynamic parameters, such as stiffness, mass, and the damping matrix, c",2022
35,https://openalex.org/W4200467946,research,1,-0.219341,Numerical Investigation on Guided Waves Dispersion and Scattering Phenomena in Stiffened Panels,"Numerical Investigation on Guided Waves Dispersion and Scattering Phenomena in Stiffened Panels. The aim of this work is to propose a numerical methodology based on the finite element (FE) method to investigate the dispersive behavior of guided waves transmitted, converted, and reflected by reinforced aluminum and composite structures, highlighting their differences. The dispersion curves of such",2021
36,https://openalex.org/W4392127892,research,14,-0.218942,Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors,"Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors. This study proposes a novel data-driven method based on Bayesian approach. A d/q axis flux map and the non-linear torque characteristics of wound-field motors were estimated using a single layer neural network to reduce the number of finite element analysis and load tests. Moreover, to improve",2024
37,https://openalex.org/W4388079462,research,8,-0.218573,Numerical analysis on mechanical and fatigue behaviors of aviation electrical connector considering structural effect,"Numerical analysis on mechanical and fatigue behaviors of aviation electrical connector considering structural effect. Abstract This work is motivated by the fact that the reliability of electrical connectors influenced by their mechanical behavior and fatigue life directly affects the working performance of the whole equipment system. In this paper, theoretical analyses of insertion force, maximu",2023
38,https://openalex.org/W4395072860,research,14,-0.218281,Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model,"Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model. The analysis of flight loads during symmetric aircraft maneuvers is an essential but computationally intensive task in aircraft design. The significant structural elastic deformation in modern aircraft further complicates this work, adding to the computational demands. Therefore, improving th",2024
39,https://openalex.org/W4312073836,research,14,-0.218102,The Guided Ultrasonic Wave Oscillation Phase Relation Between the Surfaces of Plate-Like Structures of Different Material Settings,"The Guided Ultrasonic Wave Oscillation Phase Relation Between the Surfaces of Plate-Like Structures of Different Material Settings. Lamb waves occur in thin-walled structures in two wave modes, the symmetric and antisymmetric mode. Their oscillation on the structures&amp;lsquo; surfaces is either in phase (symmetric) or shifted by a phase angle of &amp;pi; (antisymmetric). In this work, a method i",2022
40,https://openalex.org/W4404552042,research,16,-0.218092,Identification of Nonlinearity in Bolted Beam using ResponseControlled Testing and ForceControlled Testing,"Identification of Nonlinearity in Bolted Beam using ResponseControlled Testing and ForceControlled Testing. Nonlinear phenomena such as super-and sub-harmonics and unstable branches in frequency response functions (FRFs) often occur in slender structures, which are common in the aerospace, civil and wind power domains. The widely used methods of linear modal analysis are invalid for the identifica",2024
41,https://openalex.org/W4412164464,research,7,-0.218032,A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model,"A Study of Reducing Analysis Time on Minimizing Detent Torque in Linear Motors Using Surrogate Model. The detent torque of a linear motor is an irregular torque fluctuation caused by the interaction between the magnets and the core, which can degrade the performance and efficiency of the system. This study presents a method that utilizes a neural network-based surrogate model to minimize the deten",2025
42,https://openalex.org/W4401340646,research,12,-0.217115,Comparative study of the experimentally observed and GAN-generated 3D microstructures in dual-phase steels,"Comparative study of the experimentally observed and GAN-generated 3D microstructures in dual-phase steels. In a deep-learning-based algorithm, generative adversarial networks can generate images similar to an input. Using this algorithm, an artificial three-dimensional (3D) microstructure can be reproduced from two-dimensional images. Although the generated 3D microstructure has a similar appeara",2024
43,https://openalex.org/W3117842935,research,7,-0.21705,A Machine Learning Based Hybrid Nonlinear Character Monitoring Approach For Compressor Blades Fault Diagnosis Using Blade Tip Timing Measurement,"A Machine Learning Based Hybrid Nonlinear Character Monitoring Approach For Compressor Blades Fault Diagnosis Using Blade Tip Timing Measurement. Compressor blades which are exposed to harsh working conditions in turbine engines will suffer from varying damage and complex faults inevitably. Thus, monitoring the blade dynamic condition instantaneously and effectively is essential for detecting init",2020
44,https://openalex.org/W4319869887,research,1,-0.216607,Orthogonal Wavelet Transform-Based Gaussian Mixture Model for Bearing Fault Diagnosis,"Orthogonal Wavelet Transform-Based Gaussian Mixture Model for Bearing Fault Diagnosis. The Gaussian mixture model (GMM) is an unsupervised clustering machine learning algorithm. This procedure involves the combination of multiple probability distributions to describe different sample spaces. Principally, the probability density function (PDF) plays a paramount role by being transformed into local",2023
45,https://openalex.org/W3213393577,research,16,-0.216452,Nonlinear Model Updating in Structural Dynamics,"Nonlinear Model Updating in Structural Dynamics. Identification of nonlinear structural dynamics has received a significant attention during last decades. Yet, there are many aspects of the identification methods of nonlinear structural models to be improved. The main objective of this study is to introduce novel identification approaches for nonlinear structures. The first step in identifying non",2021
46,https://openalex.org/W3198766720,research,17,-0.216264,DAMAGE IDENTIFICATION OF BOLT CONNECTIONS BASED ON WAVELET TIME-FREQUENCY DIAGRAMS AND LIGHTWEIGHT CONVOLUTIONAL NEURAL NETWORKS,"DAMAGE IDENTIFICATION OF BOLT CONNECTIONS BASED ON WAVELET TIME-FREQUENCY DIAGRAMS AND LIGHTWEIGHT CONVOLUTIONAL NEURAL NETWORKS. In view of the difficulty of monitoring the states of bolt connections of large-scale structures, proposed a method for bolt looseness recognition by sound signals, which takes the advantages of the wavelet time-frequency analysis and the powerful image classification a",2021
47,https://openalex.org/W3164591078,research,14,-0.216197,Ultrasonic Defect Characterization Using the Scattering Matrix: A Performance Comparison Study of Bayesian Inversion and Machine Learning Schemas,"Ultrasonic Defect Characterization Using the Scattering Matrix: A Performance Comparison Study of Bayesian Inversion and Machine Learning Schemas. Accurate defect characterization is desirable in the ultrasonic nondestructive evaluation as it can provide quantitative information about the defect type and geometry. For defect characterization using ultrasonic arrays, high-resolution images can prov",2021
48,https://openalex.org/W4400147325,research,14,-0.216194,Guided wave based SHM for loosening detection in bolted lap joints with the application of Neural Networks,"Guided wave based SHM for loosening detection in bolted lap joints with the application of Neural Networks. Bolted and riveted connections are a mainstay in many aerospace, mechanical, and civil engineering applications. Early detection of bolt loosening is essential for ensuring structural integrity and preventing catastrophic failures. Guided wave-based structural health monitoring (SHM) systems",2024
49,https://openalex.org/W4392767330,research,7,-0.216178,Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM,"Buckling Defect Optimization of Constrained Ring Rolling of Thin-Walled Conical Rings with Inner High Ribs Combining Response Surface Method with FEM. Buckling defect will appear on the outer surface of the deformed ring during constrained ring rolling (CRR) of aluminum alloy thin wall conical ring with inner high ribs (AATWCRIHR), if the geometrical dimension of the ribs doesn&amp;#039;t match th",2024
50,https://openalex.org/W7117763476,research,7,-0.216058,"Exploring the Design, Modeling, and Identification of Beneficial Nonlinear Restoring Forces: A Review","Exploring the Design, Modeling, and Identification of Beneficial Nonlinear Restoring Forces: A Review. Exploring the design of beneficial nonlinear restoring force structures has become a highly popular topic due to their extensive applications in energy harvesting, actuation, energy absorption, robotics, etc. However, the current literature lacks a systematic review and classification that addres",2025
51,https://openalex.org/W4389448297,research,4,-0.216,Longitudinal Parameter Estimation Using Wind Tunnel and Simulated Flight Data of Missile Configuration,Longitudinal Parameter Estimation Using Wind Tunnel and Simulated Flight Data of Missile Configuration. The present study makes an attempt to estimate aerodynamic parameters from a typical flight data of a short range missile. Exhaustive wind tunnel testing was conducted to generate longitudinal force and moment coefficients at low speed. Identification methods were applied on the selected wind tu,2023
52,https://openalex.org/W3107429267,research,12,-0.215937,Modelling of the Guillotine Cutting Process by Means of a Symmetrical Blade with the Defined Geometry,"Modelling of the Guillotine Cutting Process by Means of a Symmetrical Blade with the Defined Geometry. This paper modelled the cutting process of a bundle consisted of ultra-thin cold-rolled steel sheets using a guillotine. The geometry of a cutting tool with given dimensions was assumed. A bundle of sheets being cut was modelled as deformable, the cutting tool was rigid, and the finite element me",2020
53,https://openalex.org/W4386121302,research,7,-0.215507,Diagnostics of Bolted Joints in Vibrating Screens Based on a Multi-Body Dynamical Model,"Diagnostics of Bolted Joints in Vibrating Screens Based on a Multi-Body Dynamical Model. The condition-based maintenance of vibrating screens requires new methods of their elements' diagnostics due to severe disturbances in measured signals from vibrators and falling pieces of material. The bolted joints of the sieving deck, when failed, require a lot of time and workforce for repair. In this rese",2023
54,https://openalex.org/W3049287021,research,13,-0.215009,Damage Identification of a Steel Frame Based on Integration of Time Series and Neural Network under Varying Temperatures,Damage Identification of a Steel Frame Based on Integration of Time Series and Neural Network under Varying Temperatures. The effect of varying temperatures is one of the most important challenges of vibration‐based damage identification due to its bigger effects on the structural response than the damage itself. This study presents a methodology incorporating the autoregressive (AR) time series m,2020
55,https://openalex.org/W3166836154,research,16,-0.214849,"Comparative analysis of methods to determine deflection in steel beams: theoretical analysis, finite element and experimental","Comparative analysis of methods to determine deflection in steel beams: theoretical analysis, finite element and experimental. This work makes a comparative study of two methods to determine deflection in steel beams: (a) Theoretical and (b) Finite element. For method (a) the solution of the differential equation associated with the modeling of the deflection of a beam is found, while for method (",2020
56,https://openalex.org/W4384651933,research,6,-0.214792,Comparative assessment for pressure field reconstruction based on physics-informed neural network,"Comparative assessment for pressure field reconstruction based on physics-informed neural network. In this paper, a physics-informed neural network (PINN) is used to determine pressure fields from the experimentally measured velocity data. As a novel method of data assimilation, PINN can simultaneously optimize velocity and solve pressure by embedding the Navier-Stokes equations into the loss func",2023
57,https://openalex.org/W4389933849,research,13,-0.214769,Precipitation Doppler Spectrum Reconstruction with Gaussian Process Prior,Precipitation Doppler Spectrum Reconstruction with Gaussian Process Prior. The challenge of reconstructing the Doppler spectrum of a precipitation-like event observed by a fast-scanning weather radar is addressed. A novel method is proposed where the echo sequence in time is assumed to be a complex Gaussian process with a known covariance structure. It is a two-step approach where the first step i,2023
58,https://openalex.org/W4407851788,research,4,-0.214752,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study. This work introduces the concept of irregular micromotion for the first time and proposes the first effective irregular micro-Doppler (m-D) period measurement using short-time similarity statistics and a Transformer-based neural network. The m-D period is one of the most important m-D features because it not only quantitat,2025
59,https://openalex.org/W4395074159,research,14,-0.214603,Bayesian data-driven framework for structural health monitoring of composite structures under limited experimental data,"Bayesian data-driven framework for structural health monitoring of composite structures under limited experimental data. Ultrasonic-guided waves can be used to monitor the health of thin-walled structures. However, the run of experimental damage tests on materials like carbon fiber-reinforced plastics can be impractical and costly. Instead, numerical models can be used to create hybrid datasets to",2024
60,https://openalex.org/W4392047392,research,12,-0.214527,Process Damping Identification Using Bayesian Learning and Time Domain Simulation,"Process Damping Identification Using Bayesian Learning and Time Domain Simulation. Abstract Process damping can provide improved machining productivity by increasing the stability limit at low spindle speeds. While the phenomenon is well known, experimental identification of process damping model parameters can limit pre-process parameter selection that leverages the potential increases in materia",2024
61,https://openalex.org/W4309261799,research,7,-0.214361,A quantitative identification method based on CWT and CNN for external and inner broken wires of steel wire ropes,"A quantitative identification method based on CWT and CNN for external and inner broken wires of steel wire ropes. The detection of broken wires in steel wire ropes is of great significance for the production safety. However, the existing identification techniques mainly focus on the external broken wires problem. Here, the artificial feature extraction is one of the most important method, while o",2022
62,https://openalex.org/W3044279208,research,12,-0.214128,Magnetic Stress Sensing System for Nondestructive Stress Testing of Structural Steel and Steel Truss Components Based on Existing Magnetism,"Magnetic Stress Sensing System for Nondestructive Stress Testing of Structural Steel and Steel Truss Components Based on Existing Magnetism. To detect the stress of steel structures and members using the existing magnetism, a magnetic stress sensing system integrating a magnetic flux induction coil, a magnetic flux measurement device, a loaded device, and data acquisition software was developed. T",2020
63,https://openalex.org/W3101049663,research,1,-0.213917,Damage Identification and Quantification in Beams Using Wigner-Ville Distribution,"Damage Identification and Quantification in Beams Using Wigner-Ville Distribution. The paper presents the novel method of damage identification and quantification in beams using the Wigner-Ville distribution (WVD). The presented non-parametric method is characterized by high sensitivity to a local stiffness decrease due to the presence of damage, comparable with the sensitivity of the wavelet-base",2020
64,https://openalex.org/W4401458453,research,14,-0.213893,Improved Non-Negative Matrix Factorization-Based Noise Reduction of Leakage Acoustic Signals,"Improved Non-Negative Matrix Factorization-Based Noise Reduction of Leakage Acoustic Signals. The detection of gas leaks using acoustic signals is often compromised by environmental noise, which significantly impacts the accuracy of subsequent leak identification. Current noise reduction algorithms based on non-negative matrix factorization (NMF) typically utilize the Euclidean distance as their o",2024
65,https://openalex.org/W2994833008,research,2,-0.213867,Determination of Clamping Force Using Bolt Vibration Responses during the Tightening Process,Determination of Clamping Force Using Bolt Vibration Responses during the Tightening Process. This paper presents a novel method to measure clamping force by using the vibration of bolts. The resonance frequency of the bolt increases in line with the clamping force during the tightening process. These characteristics were measured and utilized in the k-means clustering algorithm. Bolt specimens we,2019
66,https://openalex.org/W3004321798,research,14,-0.213806,Time-Frequency Analysis of Barkhausen Noise for the Needs of Anisotropy Evaluation of Grain-Oriented Steels,"Time-Frequency Analysis of Barkhausen Noise for the Needs of Anisotropy Evaluation of Grain-Oriented Steels. The paper presents a new approach to obtain information on magnetic anisotropy in Si-Fe grain oriented ferromagnetic steel based on the observation of the magnetic Barkhausen noise (MBN). Until now, in the literature one can only notice the MBN study of magnetic anisotropy in steels carried",2020
67,https://openalex.org/W2906270673,research,14,-0.213333,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine. This paper proposed a method for intelligent condition diagnosis of rotating machinery using the time-frequency waveform distribution (TFWD) and extreme learning machine (ELM). The precisely diagnosing method of single flaw and multi-flaws in a roller bearing are pro,2018
68,https://openalex.org/W4380442219,research,7,-0.213323,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems,A temporal-spatiotemporal domain transformation-based modeling method for nonlinear distributed parameter systems. Abstract Complex nonlinear distributed parameter systems (DPSs) exist widely in advanced industrial thermal processes. The modeling of such highly nonlinear systems is a challenge for traditional time/space-separation-based methods since they employ linear methods for the model reduct,2023
