sdg,rank_within_sdg,policy_item_id,policy_source_doc,research_item_id,research_publication_year,raw_cosine,adjusted_cosine,delta_cosine,policy_text_snippet,research_text_snippet
3,1,WHO_2023_Regulatory_Considerations_on_Artificial_Intelligence_for_Health_0077,WHO_2023_Regulatory_Considerations_on_Artificial_Intelligence_for_Health,https://openalex.org/W3137650920,2021,0.845087,0.84343,-0.001658,"Regulatory considerations on artificial intelligence for health 5.5 Privacy and data protection The WHO Global Strategy on Digital Health 2020-2025 classifies health data as sensitive personal data, or personally identifiable information, that requires a high standard of safety a","Problematic Interactions between AI and Health Privacy. The interaction of artificial intelligence (AI) and health privacy is a two-way street. Both directions are problematic. This Essay makes two main points. First, the advent of artificial intelligence weakens the legal protec"
3,2,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health_0099,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health,https://openalex.org/W3137650920,2021,0.799706,0.796847,-0.002859,"ETHICS AND GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH 6. ETHICAL CHALLENGES TO USE OF ARTIFICIAL INTELLIGENCE FOR HEALTH CARE Some companies have already collected large quantities of health data through their products and services, to which users voluntarily supply health ","Problematic Interactions between AI and Health Privacy. The interaction of artificial intelligence (AI) and health privacy is a two-way street. Both directions are problematic. This Essay makes two main points. First, the advent of artificial intelligence weakens the legal protec"
3,3,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health_0038,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health,https://openalex.org/W3083327046,2020,0.798404,0.796079,-0.002325,"ETHICS AND GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH 3. APPLICATIONS OF ARTIFICIAL INTELLIGENCE FOR HEALTH Health-care workers will have to adapt their clinical practice significantly as use of AI increases. AI could automate tasks, giving doctors time to listen to patient","Demystifying Artificial Intelligence in Medicine. The Artificial Intelligence (AI) revolution is disrupting a variety of industries - from manufacturing to agriculture, intellectual property, or retail. Healthcare, a complex industry with countless areas for improvement, will be "
3,4,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health_0202,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health,https://openalex.org/W3137650920,2021,0.790001,0.786983,-0.003018,"ETHICS AND GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH 9. ELEMENTS OF A FRAMEWORK FOR GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH advance scientific progress and the development of AI for health care and medicine (93, 295). Public or private ""owners"" of health big data ","Problematic Interactions between AI and Health Privacy. The interaction of artificial intelligence (AI) and health privacy is a two-way street. Both directions are problematic. This Essay makes two main points. First, the advent of artificial intelligence weakens the legal protec"
3,5,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health_0105,WHO_2021_Ethics_and_Governance_of_Artificial_Intelligence_for_Health,https://openalex.org/W2998411999,2020,0.776595,0.773562,-0.003033,ETHICS AND GOVERNANCE OF ARTIFICIAL INTELLIGENCE FOR HEALTH 6. ETHICAL CHALLENGES TO USE OF ARTIFICIAL INTELLIGENCE FOR HEALTH CARE care. Clinicians and health-care workers have numerous cognitive biases and commit diagnostic errors. The US National Academy of Sciences found that,"AI in health care: Improving outcomes or threatening equity?. Scientists warn that the unexamined use of artificial intelligence (AI) in health care could result in worse health outcomes for marginalized people. Recently, a panel of experts gathered at Women's College Hospital in"
4,1,sdgi_01125_2,sdgi_CAN_VNR_2018,https://openalex.org/W7132959136,2023,0.827598,0.82882,0.001221,"2. Elementary to secondary school systems: All children in our elementary to secondary school systems deserve teaching and learning opportunities that are inclusive and that provide them with world-class skills in literacy, numeracy and science. 3. Post-secondary education: Canad","Indigenous Teacher Education Programs: Supporting Indigenous Sovereignty through Indigenous Education. Since the early 1970's, the Indigenous peoples of Canada have partnered with post-secondary institutions to develop and deliver Indigenous Teacher Education Programs [ITEP], spe"
4,2,sdgi_01198_12,sdgi_IDN_VNR_2021,https://openalex.org/W7130404872,2025,0.823082,0.823334,0.000252,"There is a need to address out-ofschool children issue by accommodating and paying adequate attention to specifc needs and various issues faced by children, such as children with special needs, street children and neglected children, children in confict with the law, children in ","Roles and Challenges of Educators in Inclusive Education and Speciality Schools in Indonesia. This article discusses the roles, types, competencies and challenges faced by educators in the context of inclusive education and speciality schools in Indonesia. Based on a review of na"
4,3,sdgi_01087_16,sdgi_AGO_VNR_2021,https://openalex.org/W4214816157,2022,0.810191,0.807529,-0.002662,"School dropout, exacerbated by the prolonged closure of schools and the fear caused by the COVID-19 pandemic has exacerbated these trends. The high number of children who are out of school even before the pandemic requires targeted and effective short-term approaches. According t",Covid-19's Impact in the Angolan Higher Education Subsystem. Pandemic caused by Covid-19 revealed the weaknesses of many governments management. The classes shutdown showed the Angolan government the importance of distance learning for a society development. This work aimed to ch
4,4,African_Union_Continental_AI_Strategy_2024_0062,African_Union_Continental_AI_Strategy_2024,https://openalex.org/W7108707533,2025,0.790098,0.787707,-0.002391,"AI is being integrated into Tutoring Systems (ITS), which tailor and present learning content and personalised learning pathways based on data-informed analytics and learning processes. There is also a potential to use AI for assisting students with disabilities, but the design a","""Artificial Intelligence In Education: Moving Beyond Traditional Methods"". Artificial Intelligence (AI) has become one of the most discussed and applied technologies in modern education. It is slowly changing the way teachers teach and the way learners learn. Traditional methods "
4,5,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence_0105,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence,https://openalex.org/W4400216644,2024,0.783403,0.782866,-0.000537,"PUBLICATIONS OF THE MINISTRY OF ECONOMIC AFFAIRS AND EMPLOYMENT 47/2017 Appendix 3: Current state of artificial intelligence education According to a survey on the status and scope of artificial intelligence education creat- ed for Finnish universities, universities of applied sc",Redefining the Skills Required on the Labour Market in the Context of the Development of Artificial Intelligence Systems. Case Study on Finnish Universities. The rise of AI technology across different sectors has drastically influenced jobs and employment overall. This paper's go
5,1,sdgi_01437_0,sdgi_AZE_VNR_2017,https://openalex.org/W4289079656,2022,0.853961,0.849271,-0.00469,"GOAL 5. Achieve gender equality and empower all women and girls The gender problem and ensuring gender equality are among the current problems in Azerbaijan, as in many countries around the world. Achieving gender equality and empowering women and girls are the keys to sustainabl","GENDER EQUALITY IN THE EDUCATION SYSTEM OF AZERBAIJAN REPUBLIC. Republic of Azerbaijan is developing rapidly in all areas in the 21st century notable progress such as protection of human rights, especially gender equality, ensuring and protecting children's rights etc. Education,"
5,2,sdgi_01437_2,sdgi_AZE_VNR_2017,https://openalex.org/W4289079656,2022,0.831811,0.826315,-0.005496,"As a result of measures taken so far, gender equality has been achieved in the field of secondary and higher education (the ratio of educated women aged 15-24 to men of the same age is 100%). Maintenance of this equality during the rapid social and economic development in the cou","GENDER EQUALITY IN THE EDUCATION SYSTEM OF AZERBAIJAN REPUBLIC. Republic of Azerbaijan is developing rapidly in all areas in the 21st century notable progress such as protection of human rights, especially gender equality, ensuring and protecting children's rights etc. Education,"
5,3,sdgi_00895_6,sdgi_MLT_VNR_2018,https://openalex.org/W4281253482,2022,0.831528,0.831896,0.000368,It involves sex education to people with intellectual disabilities as well as support to their parents/guardians in order to address such a sensitive topic and ensure a holistic approach towards a fulfilled life. A common misconception is that people with an intellectual disabili,Relevance of sex education for young people with intellectual disability. Of the various socially relevant crises of the world one that ought to be brought to limelight is the encumbrances faced by people who are intellectually disabled.People with intellectual disability are one
5,4,sdgi_01689_10,sdgi_ZAF_VNR_2019,https://openalex.org/W4388328510,2023,0.812967,0.810367,-0.002599,56 In addition the Department of Women since 2017 has been embarking on a series of national dialogues throughout the length and breadth of the country raising awareness and involving community participation in addressing the issue of GBV. This process has also included men and b,"Enforcement of Gender-Based Violence Legislation in South Africa: The Need for a Paradigm Shift. Gender-based violence (GBV) is particularly rife in countries facing socioeconomic challenges such as inequality, and violence perpetuated by discriminatory and prejudiced structures."
5,5,sdgi_01545_0,sdgi_IND_VNR_2020,https://openalex.org/W4399093228,2024,0.810767,0.807234,-0.003533,"The principles of gender equality and justice are embedded in the Constitution of India. Since its initial days as an independent nation state, India has taken bold steps to further gender equality. For instance, India adopted universal and equal sufrage in 1947, well before many",Mapping Gender Gap in Achieving the Sustainable Development Goals in India. This paper intends to analyse the efforts made by India to achieve the Sustainable Development Goals (SDGs). It prepares a thorough analysis of the gender challenges in each of the Goals. The interconnect
6,1,sdgi_01867_7,sdgi_GRC_VNR_2022,https://openalex.org/W4404013633,2024,0.760716,0.757222,-0.003495,"The main goal is to achieve full compliance with the requirements of the EU Directive 91/271/EEC to maximize the protection of surface and groundwater and the environment in general. SDGs 6.2, 6.3 • With regard to water savings, Greece, as a vulnerable country to the effects of c","European approaches to wastewater reuse regulation: A comparison between Spain, Malta and the Netherlands. Abstract Wastewater reuse is encouraged and facilitated by legislation and policy across the EU. A recent example is the EU Regulation 2020/741 on minimum requirements for w"
6,2,sdgi_01854_2,sdgi_EU_VNR_2023,https://openalex.org/W4404013633,2024,0.750983,0.746918,-0.004065,"Water stress is now on the rise in western and northern Europe as a direct consequence of climate change. Key initiatives The EU has a wide range of legislation, strategies, policies, initiatives and tools in place to contribute to the implementation of SDG 6. The Water Framework","European approaches to wastewater reuse regulation: A comparison between Spain, Malta and the Netherlands. Abstract Wastewater reuse is encouraged and facilitated by legislation and policy across the EU. A recent example is the EU Regulation 2020/741 on minimum requirements for w"
6,3,sdgi_01822_1,sdgi_CYP_VNR_2017,https://openalex.org/W4412572405,2025,0.747919,0.744944,-0.002975,"Like other Mediterranean countries, Cyprus has a semi-arid climate and limited water resources which depend mainly on rainfall. However, rainfall is unevenly distributed with considerable regional variations, water resources are scarce and expensive to exploit and droughts occur ","Traditional Water Harvesting Systems In Climate Change Adaptation: Insights From A Semi-Arid Mediterranean Village. Network (2019) confirms this trend and predicts an escalation of temperature rise in the region, more intense and frequent heat waves and variably reduced precipita"
6,4,sdgi_01720_2,sdgi_ESP_VLR_barcelona_2020,https://openalex.org/W4226262814,2022,0.747038,0.740079,-0.006959,"6.2. Achieve access to adequate and equitable sanitation and hygiene services for all, and end open defecation, with special attention to the needs of women and girls, as well as people in vulnerable situations. 6.3. Improve water quality by reducing pollution, eliminating dumpin",Implementation of Water and Technology. Get admission to a enough quantity of excessive satisfactory water is vital for improving fitness and economic livelihood of human beings living in developing international locations. The purpose of this paper is to discover a number of the
6,5,sdgi_01775_1,sdgi_AUS_VNR_2018,https://openalex.org/W4390545452,2024,0.732356,0.732614,0.000258,"Australia has developed a unique set of water governance arrangements that draws on the jurisdictional responsibilities of all levels of government to work towards common goals and seeks to balance economic, social and environmental interests. High demand, combined with uncertain","Climate adaptive water policy in Australia's Murray Darling basin: soft options or hard commitments?. Adapting to climate change is a pressing societal imperative. Here, we examine water governance arrangements in Australia's Murray-Darling basin, evaluating their attributes and "
7,1,sdgi_03800_10,sdgi_NLD_VLR_amsterdam_2022,https://openalex.org/W3214918786,2020,0.801714,0.793763,-0.00795,"This becomes more urgent every year.’279 However, the estimate looks better than in previous years, as reduction of emissions in 2019 was higher than expected. Looking at these fgures from the perspective of the Amsterdam City Doughnut, the development is positive, but still the ","Electrification in the Eastern Harbour Area. In a bid to battle global warming the Dutch government has set ambitious targets to cut CO2 emissions in the Dutch Climate Agreement [1]. Aside from this state-driven initiative in line with the Paris agreement, several Dutch cities ha"
7,2,sdgi_03800_13,sdgi_NLD_VLR_amsterdam_2022,https://openalex.org/W3214918786,2020,0.791056,0.784449,-0.006607,"While Amsterdam clearly lags behind the national average with regard to this indicator (3.7% of houses have solar panels on the roof, compared to 15.7% nationally291), the lower percentage can at least partly be explained by the fact that Amsterdam has many apartments without its","Electrification in the Eastern Harbour Area. In a bid to battle global warming the Dutch government has set ambitious targets to cut CO2 emissions in the Dutch Climate Agreement [1]. Aside from this state-driven initiative in line with the Paris agreement, several Dutch cities ha"
7,3,sdgi_03800_19,sdgi_NLD_VLR_amsterdam_2022,https://openalex.org/W3214918786,2020,0.786501,0.777969,-0.008532,"284Nieuw Amsterdams Klimaat 2021, p. 34. Number of shared cars comes from Kennisplatform CROW (March 2020). 285 The new norm BENG (Almost Energy Neutral Building) has three legal requirements: 1) energy need for heating and cooling has a maximum of 25kWh/m2/year, 2) primary fossi","Electrification in the Eastern Harbour Area. In a bid to battle global warming the Dutch government has set ambitious targets to cut CO2 emissions in the Dutch Climate Agreement [1]. Aside from this state-driven initiative in line with the Paris agreement, several Dutch cities ha"
7,4,sdgi_05685_8,sdgi_FIN_VLR_vantaa_2023,https://openalex.org/W4399556801,2024,0.782306,0.778945,-0.00336,"However, there was no shortage of electricity in Finland during the winter of 2022–2023, partly due to the mild weather. Nevertheless, we cannot predict future developments, and it is still important to be prepared for occasional power shortages. The City of Vantaa and the compan","The risks of electrified district heating in Finland's cold climate. Decarbonizing fossil fuel-dependent district heating systems is essential for achieving carbon neutrality, particularly in cold climates. In Finland, district heating operators are concentrating on electrifying "
7,5,sdgi_03800_14,sdgi_NLD_VLR_amsterdam_2022,https://openalex.org/W3214918786,2020,0.773021,0.763826,-0.009194,"38. Permits for these turbines must be granted before 2025. An extra 11 megawatts has been achieved by replacing smaller wind turbines with larger ones. Amsterdam is striving to achieve 550 MW of solar energy and 127 MW of wind energy by 2030.293 In 2019, Amsterdam’s main coal-fr","Electrification in the Eastern Harbour Area. In a bid to battle global warming the Dutch government has set ambitious targets to cut CO2 emissions in the Dutch Climate Agreement [1]. Aside from this state-driven initiative in line with the Paris agreement, several Dutch cities ha"
8,1,sdgi_02615_8,sdgi_THA_VNR_2021,https://openalex.org/W4410161545,2021,0.849372,0.845953,-0.003419,"From 2017- 2019, this resulted in an increase of 217,130 new SMEs, with 861,148 entrepreneurs receiving training. Challenges and Way Forward (1) Thailand has become a complete aging society since 2021. The year 2018 was the first year in which the number of elderly persons exceed","Towards Social Protection 4.0: An Assessment of Thailand's Social Protection and Labor Market Systems. This paper reviews Thailand's social protection (SP) and labor market systems, to assess how they can be strengthened to address the key trends that will shape its society and e"
8,2,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence_0153,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence,https://openalex.org/W4393945111,2024,0.820768,0.820149,-0.000619,"PUBLICATIONS OF THE MINISTRY OF ECONOMIC AFFAIRS AND EMPLOYMENT 21/2018 WORK IN THE AGE OF ARTIFICIAL INTELLIGENCE: FOUR PERSPECTIVES ON THE ECONOMY, EMPLOYMENT, SKILLS AND ETHICS At the same time, mechanisms that increase demand for labour are at work in the economy. Due to the ",Comprehensive View on the Effect of Artificial Intelligence and Employment. The effects of technological innovation and automation in general on employment and economic growth have long been the subject of economic research.Conventional economic models balance a positive compleme
8,3,UN_AI_Advisory_Body_Final_Report_2024_0046,UN_AI_Advisory_Body_Final_Report_2024,https://openalex.org/W4409363349,2025,0.795323,0.79551,0.000186,"Box 2: Economic opportunities of AI (continued) Nevertheless, while AI can enhance productivity, boost international trade and increase income, it is also expected to impact work. Research suggests that AI could be assistive to workers in some cases, and job displacement in other","Is AI Coming for Our Jobs? Rethinking the Future of Work and Inclusion. The evolving landscape of work in the age of digital technology, particularly artificial intelligence (AI), has sparked widespread debate about the future of employment. Concerns about potential human labour "
8,4,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence_0135,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence,https://openalex.org/W3116987432,2020,0.794361,0.794418,5.8e-05,"The second one focuses on qualitative changes in working life: what types of changes will take place within tasks and modes of work, including employment relationship models or the times, places and organisation of work, and whether the entire set of concepts relevant to work and","Artificial Intelligence, Automation, and Changing Forms of Work. This paper critically evaluates the impact of Artificial Intelligence-based automation on the nature of work. Contrary to the conventional belief that automation replaces human-labour, or that it makes the human-lab"
8,5,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence_0125,SteeringGroupOfTheArtificialIntelligenceProgramme_2017_Finlands_Age_of_Artificial_Intelligence,https://openalex.org/W4393945111,2024,0.783788,0.784085,0.000298,"PUBLICATIONS OF THE MINISTRY OF ECONOMIC AFFAIRS AND EMPLOYMENT 21/2018 WORK IN THE AGE OF ARTIFICIAL INTELLIGENCE: FOUR PERSPECTIVES ON THE ECONOMY, EMPLOYMENT, SKILLS AND ETHICS While the rate at which jobs will disappear appears fast, it is considerably lower than rates Finlan",Comprehensive View on the Effect of Artificial Intelligence and Employment. The effects of technological innovation and automation in general on employment and economic growth have long been the subject of economic research.Conventional economic models balance a positive compleme
9,1,StateCouncilOfChina_2017_New_Generation_of_Artificial_Intelligence_Development_Plan_0002,StateCouncilOfChina_2017_New_Generation_of_Artificial_Intelligence_Development_Plan,https://openalex.org/W4321512680,2022,0.820142,0.817978,-0.002165,"The Foundation for Law and International Affairs Artificial intelligence has become the new focus of international competition. Artificial intelligence is thought to be the strategic technology leading the future, the world's major developed countries regard the development of ar","Competition of Artificial Intelligence in Big Countries: the Mystery of Power and Security. Artificial intelligence is an important core technology leading a new round of scientific and technological revolution, which will inevitably bring profound changes to military operations,"
9,2,GovernmentOfNetherlands_2019_Strategic_Action_Plan_for_Artificial_Intelligence_0097,GovernmentOfNetherlands_2019_Strategic_Action_Plan_for_Artificial_Intelligence,https://openalex.org/W4401252793,2023,0.81159,0.810612,-0.000978,"On the other hand, questions arise about IP protection for creations of AI. AI is able to generate creative works and inventions. If a creative work or an invention has been realised by or with the help of AI, how does that affect the ability to obtain copyrights or patent protec",Intellectual Property in the Era of Artificial Intelligence: Challenges and Solutions. This article explores the challenges and solutions in the realm of intellectual property (IP) within the field of artificial intelligence (AI). It analyzes the issues surrounding IP rights in A
9,3,Germany_AI_Strategy_2020_Update_0046,Germany_AI_Strategy_2020_Update,https://openalex.org/W4405087339,2024,0.809539,0.80747,-0.002069,"In particular, the Federal Government believes it makes sense in the interest of principle-based regulation to draft central principles for trustworthy AI which are harmonised across the EU. In addition to this, the Federal Government is actively supporting the processes and init","The next generation of AI tools are coming, do we need to better regulate them?. This research investigates the importance for robust regulation and legislation to properly govern the development of 'Frontier Artificial Intelligence Systems'. To do this a comparison of approaches"
9,4,GPAI_2023_Responsible_AI_Working_Group_Report_0026,GPAI_2023_Responsible_AI_Working_Group_Report,https://openalex.org/W4400998862,2021,0.808434,0.807958,-0.000476,"● Outcomes: international collaboration can be harnessed to accelerate due diligence in AI procurement solutions, it could also be an opportunity to identify possible risks as AI technology diffuses and scales. RESPONSIBLEAI:WORKINGGROUPREPORT2023 16 ➔ Literature Review. A resear","The path to AI in procurement. What is artificial intelligence (AI) in procurement and how do we get there? This paper provides definitions for the various stages of the development of AI in procurement, and a practical guide on how to achieve the meaningful application of AI in "
9,5,MinistryOfEconomicAffairsAndEmploymentFinland_2019_Leading_the_Way_into_the_Age_of_Artificial_Intelligence_0014,MinistryOfEconomicAffairsAndEmploymentFinland_2019_Leading_the_Way_into_the_Age_of_Artificial_Intelligence,https://openalex.org/W3003489189,2019,0.805988,0.802721,-0.003267,PUBLICATIONS OF THE MINISTRY OF ECONOMIC AFFAIRS AND EMPLOYMENT 2019:41 LEADING THE WAY INTO THE ERA OF ARTIFICIAL INTELLIGENCE FINAL REPORT OF FINLAND'S ARTIFICIAL INTELLIGENCE PROGRAMME 2019 1 Artificial intelligence is advancing at full speed Finland launched its Artificial In,"General perception of Artificial Intelligence and impacts on the financial sector in Finland. With the expansion of the Internet, digitization and big data, the Artificial intelligence (AI) has quickly become a topic of discussion and attention for the business community, directl"
10,1,TheFoundationForLawAndInternationalAffairs_2017_In_Their_Own_Words_A_Next_Generation_Artificial_Intelligence_Development_Plan_0060,TheFoundationForLawAndInternationalAffairs_2017_In_Their_Own_Words_A_Next_Generation_Artificial_Intelligence_Development_Plan,https://openalex.org/W4229057428,2022,0.852122,0.851241,-0.000881,"第三步,到2030年人工智能理论、技术与应用总体达到世界领先水平,成为世界主要人工智能创新 中心,智能经济、智能社会取得明显成效,为跻身创新型国家前列和经济强国奠定重要基础。 --形成较为成熟的新一代人工智能理论与技术体系。在类脑智能、自主智能、混合智能和群体智 能等领域取得重大突破,在国际人工智能研究领域具有重要影响,占据人工智能科技制高点。 --人工智能产业竞争力达到国际领先水平。人工智能在生产生活、社会治理、国防建设各方面应 用的广度深度极大拓展,形成涵盖核心技术、关键系统、支撑平台和智能应用的完备产业链和高端产业 群,人工智能核心产业规模超过1万","2022智慧城市展專題報導-醫療與科技產業的對話. &lt;p&gt;智慧醫院為現今醫界共同發展的首要任務,本會自2021年底至2022年初執行市場調查,結果反映出醫界首長、資訊長與科技產業代表有接近半數表示對於智慧醫療的發展方向感到徬徨,而目前智慧醫院的發展現況,各層級醫院呈現一致的趨勢,區域與地區醫院導入的系統多為基礎應用與流程自動化,醫學中心則較多先進技術的應用如人工智慧、機器人,5G等。醫界對發展AI呈現高度興趣,然目前成功案例卻不多,邁向智慧醫院之路上,仍面臨許多內外部困難及挑戰,最大的動力來自內部的需求,而非政策或評鑑規定,而最大的困難包括缺"
10,2,UN_SDG_Progress_Report_2022_0126,UN_SDG_Progress_Report_2022,https://openalex.org/W4324292610,2022,0.774087,0.772947,-0.00114,"inequality rose by 1.2 per cent between 2017 and 2021, the first -2.6 -2 -3.2 such increase in a generation. Before the pandemic, inequality was -3.8 -4 -5.7 expected to have fallen by 2.6 per cent over the same period. -6 Forecasts suggest that income inequality within countries","Global Inequality in the Current Era. One of the most vehement criticisms to the current global era refers to the issue of huge income disparities within and between countries. At present, global inequality is higher than it was 200 years ago but, at the same time, up to COVID 19"
