rank,doc_id,corpus_type,assigned_sdg,projection_score,title,text_preview,source_doc_or_year
38,https://openalex.org/W4384651933,research,13,-0.220663,Comparative assessment for pressure field reconstruction based on physics-informed neural network,"Comparative assessment for pressure field reconstruction based on physics-informed neural network. In this paper, a physics-informed neural network (PINN) is used to determine pressure fields from the experimentally measured velocity data. As a novel method of data assimilation, PINN can simultaneously optimize velocity and solve pressure by embedding the Navier-Stokes equations into the loss func",2023
39,https://openalex.org/W3184118237,research,7,-0.220394,Statistical Learning for Solid Propellant Performance,Statistical Learning for Solid Propellant Performance. View Video Presentation: This paper describes a methodology to rapidly model the performance of solid rocket motors and classify motors according to their geometries using statistical learning approaches. Star grain configurations are considered in this analysis. A variety of statistical learning approaches including neural networks have been,2021
40,https://openalex.org/W4384341102,research,7,-0.220295,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN,Soft Sensor Modeling for 3D Transient Temperature Field of Large-Scale Aluminum Alloy Workpieces Based on Multi-Loss Consistency Optimization PINN. Uniform temperature distribution during quenching thermal treatment is crucial for achieving exceptional mechanical and physical properties of alloy materials. Accurate and rapid prediction of the 3D transient temperature field model of large-scale alu,2023
41,https://openalex.org/W4239973719,research,13,-0.220152,Utilizing Machine Learning for Efficient Parameterization of Coarse Grained Molecular Force Fields,Utilizing Machine Learning for Efficient Parameterization of Coarse Grained Molecular Force Fields. This work demonstrates the use of open literature data to force field paramterization via a novel approach applying Bayesian optimization. We have selected Dissipative Particle Dynamics (DPD) as the simulation method in this proof-of-concept work.,2019
42,https://openalex.org/W3205269640,research,13,-0.220152,Utilizing Machine Learning for Efficient Parameterization of Coarse Grained Molecular Force Fields,Utilizing Machine Learning for Efficient Parameterization of Coarse Grained Molecular Force Fields. This work demonstrates the use of open literature data to force field paramterization via a novel approach applying Bayesian optimization. We have selected Dissipative Particle Dynamics (DPD) as the simulation method in this proof-of-concept work.,2019
43,https://openalex.org/W4393404799,research,13,-0.220041,Tensor analysis of tornadoes: a new analytical and numerical model,"Tensor analysis of tornadoes: a new analytical and numerical model. This research proposes a new mathematical formulation of tornadoes based on the theory of tensor analysis and simulation in a non-inertial dynamics framework, both in two and three dimensions. This model may show the spherical upward movement of air in a tornado without taking into account vertical convection. A tornado requires s",2024
44,https://openalex.org/W4392127892,research,7,-0.219613,Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors,"Effective Data-driven Method Based on Bayesian Approach for Performance Estimation of Wound-field Motors. This study proposes a novel data-driven method based on Bayesian approach. A d/q axis flux map and the non-linear torque characteristics of wound-field motors were estimated using a single layer neural network to reduce the number of finite element analysis and load tests. Moreover, to improve",2024
45,https://openalex.org/W4400025412,research,14,-0.219573,Data-driven aeroelastic analyses of structures in turbulent wind conditions using enhanced Gaussian Processes with aerodynamic priors,"Data-driven aeroelastic analyses of structures in turbulent wind conditions using enhanced Gaussian Processes with aerodynamic priors. Recent advancements in data-driven aeroelasticity have been driven by the wealth of data available in the wind engineering practice, especially in modeling aerodynamic forces. Despite progress, challenges persist in addressing free-stream turbulence and incorporati",2024
46,https://openalex.org/W4387449610,research,12,-0.219352,A Theory-Guided Machine Learning and Reduced-Order Finite Element Modeling Framework to Accelerate Process Simulation of Aerospace Composite Parts,"A Theory-Guided Machine Learning and Reduced-Order Finite Element Modeling Framework to Accelerate Process Simulation of Aerospace Composite Parts. Abstract Finite Element (FE) analysis is widely used for process simulation of advanced composites in aerospace applications. However, as the fidelity of FE models improves, the cost and time to calibrate, setup and perform simulations also increases s",2023
47,https://openalex.org/W4404933720,research,7,-0.219121,Application of Taguchi Method in Design of Surface Eddy Current Probes for Diagnostics of Power Equipment,"Application of Taguchi Method in Design of Surface Eddy Current Probes for Diagnostics of Power Equipment. The article's aim is to create a method of reducing the influence on the surface eddy current probes output signal of a number of interfering parameters without their elimination, to ensure its sta-bility, which is achieved as a result of computer search of design and operating values of prob",2024
48,https://openalex.org/W3205897528,research,6,-0.218858,Machine Learning for the Flow Prediction of Fluids with Memory Effects on the Stress,"Machine Learning for the Flow Prediction of Fluids with Memory Effects on the Stress. We have recently developed a machine learning method capable of inferring the constitutive equation for the stress of a fluid with memory (e.g., polymeric fluid) from microscopic simulations. For this, we used a Gaussian Process regression scheme to learn the constitutive relation, given as the time-derivative of",2021
49,https://openalex.org/W4387939136,research,7,-0.218842,Rapid optimization method of solid rocket motor propellant with structural strength,"Rapid optimization method of solid rocket motor propellant with structural strength. Abstract To design a solid rocket motor with a high mass ratio, it is necessary to find out the parameters of the grain shape to meet the structural strength under volume loading fraction and initial burning areas conditions. A rapid optimization method for complex grain of solid rocket motors based on parametric",2023
50,https://openalex.org/W4383498469,research,13,-0.218778,Machine learning to improve efficiency of non-empirical interaction parameter for dissipative particle dynamics (DPD) simulation,"Machine learning to improve efficiency of non-empirical interaction parameter for dissipative particle dynamics (DPD) simulation. Abstract We have attempted to use machine learning to streamline the calculation of non-empirical parameters for use in dissipative particle dynamics simulations. We replaced the calculation of molecular interaction energies by the non-empirical MO method, which require",2023
51,https://openalex.org/W4306904971,research,17,-0.21877,Core Matrix Regression and Prediction with Regularization,"Core Matrix Regression and Prediction with Regularization. Many finance time-series analyses often track a matrix of variables at each time and study their co-evolution over a long time. The matrix time series is overly sparse, involves complex interactions among latent matrix factors, and demands advanced models to extract dynamic temporal patterns from these interactions. This paper proposes a C",2022
52,https://openalex.org/W4381252305,research,7,-0.218758,Advanced discretization techniques for hyperelastic physics-augmented neural networks,"Advanced discretization techniques for hyperelastic physics-augmented neural networks. In the present work, advanced spatial and temporal discretization techniques are tailored to hyperelastic physics-augmented neural networks, i.e., neural network based constitutive models which fulfill all relevant mechanical conditions of hyperelasticity by construction. The framework takes into account the str",2023
53,https://openalex.org/W4404269134,research,14,-0.218684,Model-Based Sequential Design of Experiments with Machine Learning for Aerospace Systems,"Model-Based Sequential Design of Experiments with Machine Learning for Aerospace Systems. Traditional experimental design methods often face challenges in handling complex aerospace systems due to the high dimensionality and nonlinear behavior of such systems, resulting in nonoptimal experimental designs. To address these challenges, machine learning techniques can be used to further increase the",2024
54,https://openalex.org/W4390874618,research,9,-0.218659,Applying Clustering Algorithm to Improve the Futures Prediction Accuracy of Neural Network,"Applying Clustering Algorithm to Improve the Futures Prediction Accuracy of Neural Network. Futures forecasting has always been a difficult problem for investors, and has been the subject of much research by domestic and international scholars. In previous studies, traditional analysis methods are far from being able to resolve the important information hidden in stock price movements. With the de",2023
55,https://openalex.org/W4409061442,research,7,-0.218645,Research on Financial Trend Prediction Technology Using LSTM,"Research on Financial Trend Prediction Technology Using LSTM. Aiming at the problems of low price prediction accuracy and difficult model optimization caused by the complex nonlinear dynamics of the stock market, this paper proposes a Bayesian optimization-based Long Short-Term Memory neural network (LSTM) stock price time series prediction method. In this paper, the historical stock prices of She",2024
56,https://openalex.org/W2906270673,research,14,-0.21847,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine,Intelligent Diagnosis method for Multi-flaws of Roller Bearing by Time-Frequency Waveform Distribution and Extreme Learning Machine. This paper proposed a method for intelligent condition diagnosis of rotating machinery using the time-frequency waveform distribution (TFWD) and extreme learning machine (ELM). The precisely diagnosing method of single flaw and multi-flaws in a roller bearing are pro,2018
57,https://openalex.org/W4389712487,research,13,-0.218469,Multi-Granularity Framework for Unsupervised Representation Learning of Time Series,"Multi-Granularity Framework for Unsupervised Representation Learning of Time Series. Representation learning plays a critical role in the analysis of time series data and has high practical value across a wide range of applications. including trend analysis, time series data retrieval and forecasting. In practice, data confusion is a significant issue as it can considerably impact the effectivenes",2023
58,https://openalex.org/W4407466158,research,4,-0.218285,Aerodynamic Modeling and Aerodynamic Parameter Identification for High-Speed Aircraft,"Aerodynamic Modeling and Aerodynamic Parameter Identification for High-Speed Aircraft. The aerodynamic parameters modeling and identification method of high-speed aircraft are studied in this paper. Firstly, the dynamic characteristics and aerodynamic performance of high-speed aircraft are investigated to establish the aerodynamic parameters theoretical model. Then, this paper provides a neural ne",2024
59,https://openalex.org/W7146052419,research,12,-0.21789,回転機械設備の状態監視・診断法に関する研究 -構造系異常振動のメカニズム解明と知的診断法-,"回転機械設備の状態監視・診断法に関する研究 -構造系異常振動のメカニズム解明と知的診断法-. In order to effectively detect and identify the structure faults of rotating machinery, especially the precise diagnosis of structure faults at low speeds, in this study, we first proposed two kinds of dynamic model for shaft misalignment of rotating machinery as an entry point, the models will be used for vibration analysis of shaft misalignment stat",2019
60,https://openalex.org/W4226275635,research,7,-0.217847,Measurement and Analysis of High Frequency Assert Volatility Based on Functional Data Analysis,"Measurement and Analysis of High Frequency Assert Volatility Based on Functional Data Analysis. Information and communication technology have enabled the collection of high-frequency financial asset time series data. However, the high spatial and temporal resolution nature of these data makes it challenging to compare financial asset characteristics patterns and identify the risk. To address this",2022
61,https://openalex.org/W4379054568,research,12,-0.217823,Transfer Learning-Based Coupling of Smoothed Finite Element Method and Physics-Informed Neural Network for Solving Elastoplastic Inverse Problems,"Transfer Learning-Based Coupling of Smoothed Finite Element Method and Physics-Informed Neural Network for Solving Elastoplastic Inverse Problems. In practical engineering applications, there is a high demand for inverting parameters for various materials, and obtaining monitoring data can be costly. Traditional inverse methods often involve tedious computational processes, require significant com",2023
62,https://openalex.org/W4387944587,research,9,-0.217783,NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS,"NON-STATIONARY TIME SERIES PREDICTION USING ONE-DIMENSIONAL CONVOLUTIONAL NEURAL NETWORK MODELS. The main goal of non-stationary time series prediction is the construction, identification, configuration and verification of their models. The efficiency of using machine learning technologies for the analysis of non-stationary time series is shown due to their ability to model complex nonlinear depen",2020
63,https://openalex.org/W4407851788,research,4,-0.21774,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study,Irregular Micromotion Period Measurement: Reentry Boosters as a Case Study. This work introduces the concept of irregular micromotion for the first time and proposes the first effective irregular micro-Doppler (m-D) period measurement using short-time similarity statistics and a Transformer-based neural network. The m-D period is one of the most important m-D features because it not only quantitat,2025
64,https://openalex.org/W4401458453,research,14,-0.217611,Improved Non-Negative Matrix Factorization-Based Noise Reduction of Leakage Acoustic Signals,"Improved Non-Negative Matrix Factorization-Based Noise Reduction of Leakage Acoustic Signals. The detection of gas leaks using acoustic signals is often compromised by environmental noise, which significantly impacts the accuracy of subsequent leak identification. Current noise reduction algorithms based on non-negative matrix factorization (NMF) typically utilize the Euclidean distance as their o",2024
65,https://openalex.org/W2902961591,research,7,-0.217597,Neural Network Hybrid Modeling of Nonlinear Wirerope Vibration Isolation System,Neural Network Hybrid Modeling of Nonlinear Wirerope Vibration Isolation System. The wirerope vibration isolator represents a type of nonlinear hysteretic damping component. The hysteretic constitutive relation between restoring force and deformation is complex and the dynamics modeling is difficult. A method was proposed in order to conduct neural network hybrid modeling of hysteretic restoring f,2018
66,https://openalex.org/W4395072860,research,14,-0.217355,Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model,"Analysis of Flight Loads during Symmetric Aircraft Maneuvers Based on the Gradient-Enhanced Kriging Model. The analysis of flight loads during symmetric aircraft maneuvers is an essential but computationally intensive task in aircraft design. The significant structural elastic deformation in modern aircraft further complicates this work, adding to the computational demands. Therefore, improving th",2024
67,https://openalex.org/W4362458493,research,17,-0.217149,Refining the time-frequency characteristic of non-stationary signal for improving time-frequency representation under variable speeds,"Refining the time-frequency characteristic of non-stationary signal for improving time-frequency representation under variable speeds. Time-frequency ridge not only exhibits the variable process of non-stationary signal with time changing but also provides the information of signal synchronous or non-synchronous components for subsequent detection research. Consequently, the key is to decrease the",2023
68,https://openalex.org/W4400147452,research,17,-0.217022,Static eddy current imaging for nondestructive testing of aeronautical structures,"Static eddy current imaging for nondestructive testing of aeronautical structures. Non-destructive testing (NDT) plays a crucial role in ensuring the safety and reliability of the structures used in aeronautics as it enables the detection of defects without damaging the parts examined. In the field of aeronautics, it is necessary to ensure the structural integrity of aircraft components. Vaulted h",2024
69,https://openalex.org/W1878006507,research,16,-0.216958,Addressing Subjectivity and Replicability in Thematic Classification of Literary Texts: Using Cluster Analysis to Derive Taxonomies of Thematic Concepts in the Thomas Hardy's Prose Fiction,Addressing Subjectivity and Replicability in Thematic Classification of Literary Texts: Using Cluster Analysis to Derive Taxonomies of Thematic Concepts in the Thomas Hardy's Prose Fiction. Thematic classification of Thomas Hardy's work has traditionally been based partly on textual content and partly on biographical considerations. These analyses and criticisms have been generated by what will he,2018
